Invoice_ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
30017114605;2;Naypyitaw;2;Male;Electronic accessories;86.04;5;21.51;451.71;2/25/2019;11:24;Ewallet;430.2;4.761.904.762;21.51;4.8
37118515789;3;Mandalay;1;Male;Health and beauty;87.98;3;13.197;277.137;3/5/2019;10:40;Ewallet;263.94;4.761.904.762;13.197;5.1
27311616619;2;Mandalay;1;Male;Home and lifestyle;33.2;2;3.32;69.72;3/15/2019;12:20;Credit card;66.4;4.761.904.762;3.32;4.4
63614818204;2;Yangon;1;Male;Electronic accessories;34.56;5;8.64;181.44;2/17/2019;11:15;Ewallet;172.8;4.761.904.762;8.64;9.9
54915911358;1;Yangon;2;Male;Sports and travel;88.63;3;132.945;2.791.845;3/2/2019;17:36;Ewallet;265.89;4.761.904.762;132.945;6
22710315010;1;Yangon;2;Female;Home and lifestyle;52.59;8;21.036;441.756;3/22/2019;19:20;Credit card;420.72;4.761.904.762;21.036;8.5
64912916775;1;Mandalay;1;Male;Fashion accessories;33.52;1;1.676;35.196;2/8/2019;15:31;Cash;33.52;4.761.904.762;1.676;6.7
18911714241;2;Yangon;1;Female;Fashion accessories;87.67;2;8.767;184.107;3/10/2019;12:17;Credit card;175.34;4.761.904.762;8.767;7.7
14519419061;1;Mandalay;1;Female;Food and beverages;88.36;5;22.09;463.89;1/25/2019;19:48;Cash;441.8;4.761.904.762;22.09;9.6
84816217243;2;Yangon;1;Male;Health and beauty;24.89;9;112.005;2.352.105;3/15/2019;15:36;Cash;224.01;4.761.904.762;112.005;7.4
87117918483;1;Mandalay;1;Male;Fashion accessories;94.13;5;235.325;4.941.825;2/25/2019;19:39;Credit card;470.65;4.761.904.762;235.325;4.8
14917116266;2;Mandalay;2;Male;Sports and travel;78.07;9;351.315;7.377.615;1/28/2019;12:43;Cash;702.63;4.761.904.762;351.315;4.5
64014912076;2;Mandalay;1;Male;Sports and travel;83.78;8;33.512;703.752;1/10/2019;14:49;Cash;670.24;4.761.904.762;33.512;5.1
59511115460;2;Yangon;1;Male;Health and beauty;96.58;2;9.658;202.818;3/15/2019;10:12;Credit card;193.16;4.761.904.762;9.658;5.1
18315616882;1;Naypyitaw;2;Female;Food and beverages;99.42;4;19.884;417.564;2/6/2019;10:42;Ewallet;397.68;4.761.904.762;19.884;7.5
23211612483;3;Naypyitaw;2;Female;Sports and travel;68.12;1;3.406;71.526;1/7/2019;12:28;Ewallet;68.12;4.761.904.762;3.406;6.8
12912918530;3;Yangon;2;Male;Sports and travel;62.62;5;15.655;328.755;3/10/2019;19:15;Ewallet;313.1;4.761.904.762;15.655;7
27216511806;1;Yangon;1;Female;Electronic accessories;60.88;9;27.396;575.316;1/15/2019;17:17;Ewallet;547.92;4.761.904.762;27.396;4.7
33317317901;1;Naypyitaw;1;Female;Health and beauty;54.92;8;21.968;461.328;3/23/2019;13:24;Ewallet;439.36;4.761.904.762;21.968;7.6
77718217220;3;Mandalay;2;Male;Home and lifestyle;30.12;8;12.048;253.008;3/3/2019;13:01;Cash;240.96;4.761.904.762;12.048;7.7
28013515823;2;Mandalay;2;Female;Home and lifestyle;86.72;1;4.336;91.056;1/17/2019;18:45;Ewallet;86.72;4.761.904.762;4.336;7.9
55415318700;2;Naypyitaw;2;Male;Home and lifestyle;56.11;2;5.611;117.831;2/2/2019;10:11;Cash;112.22;4.761.904.762;5.611;6.3
35412515821;3;Mandalay;2;Female;Sports and travel;69.12;6;20.736;435.456;2/8/2019;13:03;Cash;414.72;4.761.904.762;20.736;5.6
22819611411;2;Naypyitaw;2;Female;Food and beverages;98.7;8;39.48;829.08;3/4/2019;20:39;Cash;789.6;4.761.904.762;39.48;7.6
61711514209;3;Naypyitaw;2;Male;Health and beauty;15.37;2;1.537;32.277;3/16/2019;19:47;Cash;30.74;4.761.904.762;1.537;7.2
13213219879;3;Mandalay;2;Female;Electronic accessories;93.96;4;18.792;394.632;3/9/2019;18:00;Cash;375.84;4.761.904.762;18.792;9.5
37014117321;2;Mandalay;2;Male;Health and beauty;56.69;9;255.105;5.357.205;2/27/2019;17:24;Credit card;510.21;4.761.904.762;255.105;8.4
72714613608;2;Mandalay;2;Female;Food and beverages;20.01;9;90.045;1.890.945;2/6/2019;15:47;Ewallet;180.09;4.761.904.762;90.045;4.1
66915411719;2;Mandalay;2;Male;Electronic accessories;18.93;6;5.679;119.259;2/10/2019;12:45;Credit card;113.58;4.761.904.762;5.679;8.1
57412215561;2;Naypyitaw;2;Female;Fashion accessories;82.63;10;41.315;867.615;3/19/2019;17:08;Ewallet;826.3;4.761.904.762;41.315;7.9
32617815178;3;Naypyitaw;2;Male;Food and beverages;91.4;7;31.99;671.79;2/3/2019;10:19;Cash;639.8;4.761.904.762;31.99;9.5
16214818011;3;Yangon;2;Female;Food and beverages;44.59;5;111.475;2.340.975;2/10/2019;15:10;Cash;222.95;4.761.904.762;111.475;8.5
61612412851;1;Mandalay;2;Female;Fashion accessories;17.87;4;3.574;75.054;3/22/2019;14:42;Ewallet;71.48;4.761.904.762;3.574;6.5
77817115554;2;Naypyitaw;2;Male;Fashion accessories;15.43;1;0.7715;162.015;1/25/2019;15:46;Credit card;15.43;4.761.904.762;0.7715;6.1
24215516721;3;Mandalay;1;Male;Home and lifestyle;16.16;2;1.616;33.936;3/7/2019;11:49;Ewallet;32.32;4.761.904.762;1.616;6.5
39914615918;2;Naypyitaw;1;Female;Electronic accessories;85.98;8;34.392;722.232;2/28/2019;19:01;Cash;687.84;4.761.904.762;34.392;8.2
10613516779;3;Yangon;2;Male;Home and lifestyle;44.34;2;4.434;93.114;3/27/2019;11:26;Cash;88.68;4.761.904.762;4.434;5.8
63514016220;1;Yangon;1;Male;Health and beauty;89.6;8;35.84;752.64;2/7/2019;11:28;Ewallet;716.8;4.761.904.762;35.84;6.6
81714818732;1;Yangon;2;Female;Home and lifestyle;72.35;10;36.175;759.675;1/20/2019;15:55;Cash;723.5;4.761.904.762;36.175;5.4
12010614233;1;Naypyitaw;1;Male;Electronic accessories;30.61;6;9.183;192.843;3/12/2019;20:36;Cash;183.66;4.761.904.762;9.183;9.3
28516815083;3;Naypyitaw;2;Female;Sports and travel;24.74;3;3.711;77.931;2/15/2019;17:47;Credit card;74.22;4.761.904.762;3.711;10
80318315989;3;Naypyitaw;1;Male;Home and lifestyle;55.73;6;16.719;351.099;2/24/2019;10:55;Ewallet;334.38;4.761.904.762;16.719;7
34713412234;3;Mandalay;2;Female;Sports and travel;55.07;9;247.815;5.204.115;2/3/2019;13:40;Ewallet;495.63;4.761.904.762;247.815;10
19917518169;2;Yangon;2;Male;Sports and travel;15.81;10;7.905;166.005;3/6/2019;12:27;Credit card;158.1;4.761.904.762;7.905;8.6
85312312453;1;Mandalay;2;Male;Health and beauty;75.74;4;15.148;318.108;2/14/2019;14:35;Cash;302.96;4.761.904.762;15.148;7.6
87712213308;2;Yangon;2;Male;Health and beauty;15.87;10;7.935;166.635;3/13/2019;16:40;Cash;158.7;4.761.904.762;7.935;5.8
83817814295;1;Naypyitaw;1;Female;Health and beauty;33.47;2;3.347;70.287;2/10/2019;15:43;Ewallet;66.94;4.761.904.762;3.347;6.7
10912812512;3;Mandalay;2;Female;Fashion accessories;97.61;6;29.283;614.943;1/7/2019;15:01;Ewallet;585.66;4.761.904.762;29.283;9.9
23211113025;2;Yangon;1;Male;Sports and travel;78.77;10;39.385;827.085;1/24/2019;10:04;Cash;787.7;4.761.904.762;39.385;6.4
38210314532;1;Yangon;2;Female;Health and beauty;18.33;1;0.9165;192.465;2/2/2019;18:50;Cash;18.33;4.761.904.762;0.9165;4.3
39316512792;1;Naypyitaw;1;Male;Food and beverages;89.48;10;44.74;939.54;1/6/2019;12:46;Credit card;894.8;4.761.904.762;44.74;9.6
79611212025;3;Naypyitaw;1;Male;Fashion accessories;62.12;10;31.06;652.26;2/11/2019;16:19;Cash;621.2;4.761.904.762;31.06;5.9
51019516347;3;Mandalay;2;Female;Food and beverages;48.52;3;7.278;152.838;3/5/2019;18:17;Ewallet;145.56;4.761.904.762;7.278;4
84113516630;2;Naypyitaw;1;Female;Electronic accessories;75.91;6;22.773;478.233;3/9/2019;18:21;Cash;455.46;4.761.904.762;22.773;8.7
28712119091;3;Yangon;1;Male;Home and lifestyle;74.67;9;336.015;7.056.315;1/22/2019;10:55;Ewallet;672.03;4.761.904.762;336.015;9.4
73219410499;1;Naypyitaw;1;Female;Electronic accessories;41.65;10;20.825;437.325;1/13/2019;17:04;Credit card;416.5;4.761.904.762;20.825;5.4
26311013913;3;Naypyitaw;2;Male;Fashion accessories;49.04;9;22.068;463.428;1/9/2019;14:20;Credit card;441.36;4.761.904.762;22.068;8.6
38112010914;3;Yangon;2;Female;Fashion accessories;20.01;9;90.045;1.890.945;1/12/2019;15:48;Credit card;180.09;4.761.904.762;90.045;5.7
82914911914;1;Naypyitaw;2;Female;Food and beverages;78.31;10;39.155;822.255;3/5/2019;16:24;Ewallet;783.1;4.761.904.762;39.155;6.6
75610117507;3;Naypyitaw;1;Female;Health and beauty;20.38;5;5.095;106.995;1/22/2019;18:56;Cash;101.9;4.761.904.762;5.095;6
87017214431;3;Naypyitaw;1;Female;Health and beauty;99.19;6;29.757;624.897;1/21/2019;14:42;Credit card;595.14;4.761.904.762;29.757;5.5
84713817188;3;Mandalay;1;Female;Food and beverages;96.68;3;14.502;304.542;1/26/2019;19:56;Ewallet;290.04;4.761.904.762;14.502;6.4
48016312856;2;Naypyitaw;1;Male;Food and beverages;19.25;8;7.7;161.7;1/23/2019;18:37;Ewallet;154;4.761.904.762;7.7;6.6
78715610757;3;Naypyitaw;2;Female;Food and beverages;80.36;4;16.072;337.512;2/23/2019;18:45;Credit card;321.44;4.761.904.762;16.072;8.3
36013915055;3;Naypyitaw;2;Male;Sports and travel;48.91;5;122.275;2.567.775;3/9/2019;10:17;Cash;244.55;4.761.904.762;122.275;6.6
73015019884;3;Naypyitaw;1;Female;Sports and travel;83.06;7;29.071;610.491;3/5/2019;14:31;Ewallet;581.42;4.761.904.762;29.071;4
36215818315;3;Naypyitaw;1;Male;Fashion accessories;76.52;5;19.13;401.73;3/25/2019;10:23;Cash;382.6;4.761.904.762;19.13;9.9
63314418566;3;Yangon;2;Male;Food and beverages;49.38;7;17.283;362.943;3/27/2019;20:35;Credit card;345.66;4.761.904.762;17.283;7.3
50413518843;1;Yangon;1;Male;Sports and travel;42.47;1;21.235;445.935;1/2/2019;16:57;Cash;42.47;4.761.904.762;21.235;5.7
31816815053;1;Mandalay;1;Female;Health and beauty;76.99;6;23.097;485.037;2/27/2019;17:55;Cash;461.94;4.761.904.762;23.097;6.1
56518015980;2;Naypyitaw;2;Female;Home and lifestyle;47.38;4;9.476;198.996;1/23/2019;10:25;Cash;189.52;4.761.904.762;9.476;7.1
22513210908;3;Naypyitaw;1;Female;Sports and travel;44.86;10;22.43;471.03;1/26/2019;19:54;Ewallet;448.6;4.761.904.762;22.43;8.2
87315110671;3;Yangon;2;Female;Sports and travel;21.98;7;7.693;161.553;1/10/2019;16:42;Ewallet;153.86;4.761.904.762;7.693;5.1
15210819985;1;Mandalay;2;Male;Health and beauty;64.36;9;28.962;608.202;3/12/2019;12:09;Credit card;579.24;4.761.904.762;28.962;8.6
51219110811;2;Naypyitaw;1;Male;Health and beauty;89.75;1;44.875;942.375;2/6/2019;20:05;Credit card;89.75;4.761.904.762;44.875;6.6
59413414444;3;Yangon;1;Male;Electronic accessories;97.16;1;4.858;102.018;3/8/2019;20:38;Ewallet;97.16;4.761.904.762;4.858;7.2
76618517061;1;Mandalay;1;Male;Health and beauty;87.87;10;43.935;922.635;3/29/2019;10:25;Ewallet;878.7;4.761.904.762;43.935;5.1
87113919221;2;Naypyitaw;1;Female;Electronic accessories;12.45;6;3.735;78.435;2/9/2019;13:11;Cash;74.7;4.761.904.762;3.735;4.1
86519216136;3;Yangon;1;Male;Food and beverages;52.75;3;79.125;1.661.625;3/23/2019;10:16;Ewallet;158.25;4.761.904.762;79.125;9.3
73310119107;1;Mandalay;1;Male;Home and lifestyle;82.7;6;24.81;521.01;3/5/2019;18:14;Cash;496.2;4.761.904.762;24.81;7.4
16315617055;2;Naypyitaw;2;Male;Fashion accessories;48.71;1;24.355;511.455;3/26/2019;19:20;Cash;48.71;4.761.904.762;24.355;4.1
18919812939;3;Naypyitaw;1;Male;Fashion accessories;78.55;9;353.475;7.422.975;3/1/2019;13:22;Cash;706.95;4.761.904.762;353.475;7.2
55112113069;3;Naypyitaw;1;Female;Electronic accessories;23.07;9;103.815;2.180.115;2/1/2019;11:27;Cash;207.63;4.761.904.762;103.815;4.9
21216211842;3;Yangon;1;Male;Food and beverages;58.26;6;17.478;367.038;3/28/2019;16:44;Cash;349.56;4.761.904.762;17.478;9.9
71613911409;1;Mandalay;1;Male;Health and beauty;30.35;7;106.225;2.230.725;3/19/2019;18:19;Cash;212.45;4.761.904.762;106.225;8
70414813927;2;Yangon;2;Male;Electronic accessories;88.67;10;44.335;931.035;1/12/2019;14:50;Ewallet;886.7;4.761.904.762;44.335;7.3
62813413388;1;Naypyitaw;1;Male;Fashion accessories;27.38;6;8.214;172.494;1/5/2019;20:54;Credit card;164.28;4.761.904.762;8.214;7.9
63017415166;3;Yangon;1;Male;Sports and travel;62.13;6;18.639;391.419;3/22/2019;20:19;Cash;372.78;4.761.904.762;18.639;7.4
58810117461;1;Naypyitaw;1;Female;Food and beverages;33.98;9;15.291;321.111;3/24/2019;10:43;Cash;305.82;4.761.904.762;15.291;4.2
86117710145;3;Naypyitaw;2;Male;Electronic accessories;81.97;10;40.985;860.685;3/3/2019;14:30;Cash;819.7;4.761.904.762;40.985;9.2
47912618945;3;Mandalay;2;Female;Sports and travel;16.49;2;1.649;34.629;2/5/2019;11:32;Ewallet;32.98;4.761.904.762;1.649;4.6
21016715886;2;Naypyitaw;2;Female;Health and beauty;98.21;3;147.315;3.093.615;2/5/2019;10:41;Credit card;294.63;4.761.904.762;147.315;7.8
22717811148;3;Mandalay;1;Female;Fashion accessories;72.84;7;25.494;535.374;2/15/2019;12:44;Cash;509.88;4.761.904.762;25.494;8.4
64514411170;2;Yangon;2;Male;Home and lifestyle;58.07;9;261.315;5.487.615;1/19/2019;20:07;Ewallet;522.63;4.761.904.762;261.315;4.3
23710116122;1;Naypyitaw;2;Female;Home and lifestyle;80.79;9;363.555;7.634.655;2/1/2019;20:31;Credit card;727.11;4.761.904.762;363.555;9.5
22519811496;3;Naypyitaw;1;Female;Fashion accessories;27.02;3;4.053;85.113;3/2/2019;13:01;Credit card;81.06;4.761.904.762;4.053;7.1
29113211427;3;Mandalay;2;Male;Fashion accessories;21.94;5;5.485;115.185;3/5/2019;12:29;Ewallet;109.7;4.761.904.762;5.485;5.3
65916518956;2;Mandalay;2;Male;Fashion accessories;51.36;1;2.568;53.928;1/16/2019;15:26;Ewallet;51.36;4.761.904.762;2.568;5.2
64213212990;2;Yangon;1;Female;Food and beverages;10.96;10;5.48;115.08;2/2/2019;20:48;Ewallet;109.6;4.761.904.762;5.48;6
37812412715;1;Mandalay;1;Male;Home and lifestyle;53.44;2;5.344;112.224;1/20/2019;20:38;Ewallet;106.88;4.761.904.762;5.344;4.1
63816017125;2;Yangon;1;Female;Electronic accessories;99.56;8;39.824;836.304;2/14/2019;17:03;Credit card;796.48;4.761.904.762;39.824;5.2
65913611684;1;Naypyitaw;2;Male;Sports and travel;57.12;7;19.992;419.832;1/12/2019;12:02;Credit card;399.84;4.761.904.762;19.992;6.5
21912219386;3;Mandalay;2;Male;Sports and travel;99.96;9;44.982;944.622;3/9/2019;17:26;Credit card;899.64;4.761.904.762;44.982;4.2
33617812147;2;Naypyitaw;2;Male;Home and lifestyle;63.91;8;25.564;536.844;3/13/2019;19:52;Credit card;511.28;4.761.904.762;25.564;4.6
26812716179;3;Mandalay;2;Female;Fashion accessories;56.47;8;22.588;474.348;3/9/2019;14:57;Ewallet;451.76;4.761.904.762;22.588;7.3
66819018900;2;Yangon;1;Female;Home and lifestyle;93.69;7;327.915;6.886.215;3/10/2019;18:44;Credit card;655.83;4.761.904.762;327.915;4.5
87015413162;1;Yangon;1;Female;Sports and travel;32.25;5;80.625;1.693.125;1/27/2019;13:26;Cash;161.25;4.761.904.762;80.625;9
18910819157;1;Naypyitaw;1;Female;Fashion accessories;31.73;9;142.785;2.998.485;1/8/2019;16:17;Credit card;285.57;4.761.904.762;142.785;5.9
66318619076;3;Naypyitaw;2;Female;Food and beverages;68.54;8;27.416;575.736;1/8/2019;15:57;Ewallet;548.32;4.761.904.762;27.416;8.5
54918417482;3;Mandalay;1;Female;Sports and travel;90.28;9;40.626;853.146;2/8/2019;11:15;Ewallet;812.52;4.761.904.762;40.626;7.2
19111016171;2;Mandalay;1;Female;Fashion accessories;39.62;7;13.867;291.207;1/25/2019;13:18;Cash;277.34;4.761.904.762;13.867;7.5
80217015316;2;Yangon;2;Female;Sports and travel;92.13;6;27.639;580.419;3/6/2019;20:34;Cash;552.78;4.761.904.762;27.639;8.3
69515110018;1;Mandalay;1;Female;Sports and travel;34.84;4;6.968;146.328;2/10/2019;18:36;Cash;139.36;4.761.904.762;6.968;7.4
59018314591;2;Mandalay;2;Male;Electronic accessories;87.45;6;26.235;550.935;2/17/2019;14:40;Credit card;524.7;4.761.904.762;26.235;8.8
48317111164;2;Naypyitaw;1;Female;Health and beauty;81.3;6;24.39;512.19;3/8/2019;16:43;Ewallet;487.8;4.761.904.762;24.39;5.3
59717817908;3;Naypyitaw;1;Male;Fashion accessories;90.22;3;13.533;284.193;2/18/2019;19:39;Cash;270.66;4.761.904.762;13.533;6.2
70018111757;3;Yangon;1;Female;Electronic accessories;26.31;5;65.775;1.381.275;1/18/2019;20:59;Credit card;131.55;4.761.904.762;65.775;8.8
35413915160;1;Yangon;2;Female;Home and lifestyle;34.42;6;10.326;216.846;2/18/2019;15:39;Cash;206.52;4.761.904.762;10.326;9.8
24117219525;1;Mandalay;1;Male;Sports and travel;51.91;10;25.955;545.055;2/16/2019;12:21;Cash;519.1;4.761.904.762;25.955;8.2
57513018091;2;Yangon;1;Male;Sports and travel;72.5;8;29;609;3/16/2019;19:25;Ewallet;580;4.761.904.762;29;9.2
73118119469;1;Naypyitaw;2;Female;Sports and travel;89.8;10;44.9;942.9;1/23/2019;13:00;Credit card;898;4.761.904.762;44.9;5.4
28011714359;3;Naypyitaw;2;Male;Health and beauty;90.5;10;45.25;950.25;1/25/2019;13:48;Cash;905;4.761.904.762;45.25;8.1
33816512210;3;Naypyitaw;2;Female;Health and beauty;68.6;10;34.3;720.3;2/5/2019;19:57;Cash;686;4.761.904.762;34.3;9.1
48812514221;3;Naypyitaw;2;Female;Food and beverages;30.41;1;15.205;319.305;2/22/2019;10:36;Credit card;30.41;4.761.904.762;15.205;8.4
23911017476;3;Yangon;1;Female;Home and lifestyle;77.95;6;23.385;491.085;1/21/2019;16:37;Ewallet;467.7;4.761.904.762;23.385;8
45814111477;1;Naypyitaw;1;Female;Health and beauty;46.26;6;13.878;291.438;3/8/2019;17:11;Credit card;277.56;4.761.904.762;13.878;9.5
68516411609;3;Yangon;2;Female;Fashion accessories;30.14;10;15.07;316.47;2/10/2019;12:28;Ewallet;301.4;4.761.904.762;15.07;9.2
56819015112;1;Naypyitaw;1;Male;Health and beauty;66.14;4;13.228;277.788;3/19/2019;12:46;Credit card;264.56;4.761.904.762;13.228;5.6
26214712794;3;Mandalay;2;Male;Home and lifestyle;71.86;8;28.744;603.624;3/6/2019;15:07;Credit card;574.88;4.761.904.762;28.744;6.2
23814910436;2;Yangon;1;Male;Health and beauty;32.46;8;12.984;272.664;3/27/2019;13:48;Credit card;259.68;4.761.904.762;12.984;4.9
60819613517;1;Mandalay;2;Female;Fashion accessories;91.54;4;18.308;384.468;3/23/2019;19:20;Credit card;366.16;4.761.904.762;18.308;4.8
58418617256;2;Naypyitaw;2;Male;Sports and travel;34.56;7;12.096;254.016;3/11/2019;16:07;Credit card;241.92;4.761.904.762;12.096;7.3
74619410204;3;Yangon;1;Male;Fashion accessories;83.24;9;37.458;786.618;1/29/2019;11:56;Credit card;749.16;4.761.904.762;37.458;7.4
21411716927;1;Naypyitaw;1;Female;Food and beverages;16.48;6;4.944;103.824;2/7/2019;18:23;Ewallet;98.88;4.761.904.762;4.944;9.9
40018914171;3;Naypyitaw;1;Female;Sports and travel;80.97;8;32.388;680.148;1/28/2019;13:05;Cash;647.76;4.761.904.762;32.388;9.3
78219519291;3;Yangon;2;Male;Food and beverages;92.29;5;230.725;4.845.225;2/20/2019;15:55;Credit card;461.45;4.761.904.762;230.725;9
27917412924;1;Mandalay;2;Male;Electronic accessories;72.17;1;36.085;757.785;1/4/2019;19:40;Cash;72.17;4.761.904.762;36.085;6.1
30718512293;2;Mandalay;1;Male;Home and lifestyle;50.28;5;12.57;263.97;3/7/2019;13:58;Ewallet;251.4;4.761.904.762;12.57;9.7
74310411105;2;Mandalay;2;Male;Health and beauty;97.22;9;43.749;918.729;3/30/2019;14:43;Ewallet;874.98;4.761.904.762;43.749;6
42315712993;2;Mandalay;1;Male;Sports and travel;93.39;6;28.017;588.357;3/27/2019;19:18;Ewallet;560.34;4.761.904.762;28.017;10
89414115205;2;Naypyitaw;1;Female;Food and beverages;43.18;8;17.272;362.712;1/19/2019;19:39;Credit card;345.44;4.761.904.762;17.272;8.3
27512810149;3;Yangon;1;Male;Sports and travel;63.69;1;31.845;668.745;2/25/2019;16:21;Cash;63.69;4.761.904.762;31.845;6
10111716199;1;Yangon;1;Male;Food and beverages;45.79;7;160.265;3.365.565;3/13/2019;19:44;Credit card;320.53;4.761.904.762;160.265;7
42318010988;1;Naypyitaw;1;Male;Sports and travel;76.4;2;7.64;160.44;1/30/2019;19:42;Ewallet;152.8;4.761.904.762;7.64;6.5
54814619322;3;Mandalay;1;Male;Food and beverages;39.9;10;19.95;418.95;2/20/2019;15:24;Credit card;399;4.761.904.762;19.95;5.9
50510210892;2;Mandalay;2;Male;Health and beauty;42.57;8;17.028;357.588;2/25/2019;14:12;Ewallet;340.56;4.761.904.762;17.028;5.6
23416512137;2;Naypyitaw;1;Male;Home and lifestyle;95.58;10;47.79;1003.59;1/16/2019;13:32;Cash;955.8;4.761.904.762;47.79;4.8
68714718271;3;Yangon;1;Male;Fashion accessories;98.98;10;49.49;1039.29;2/8/2019;16:20;Credit card;989.8;4.761.904.762;49.49;8.7
79613219050;1;Yangon;1;Male;Food and beverages;51.28;6;15.384;323.064;1/19/2019;16:31;Cash;307.68;4.761.904.762;15.384;6.5
10513111824;1;Yangon;2;Male;Sports and travel;69.52;7;24.332;510.972;2/1/2019;15:10;Credit card;486.64;4.761.904.762;24.332;8.5
24914213782;1;Yangon;1;Male;Health and beauty;70.01;5;175.025;3.675.525;1/3/2019;11:36;Ewallet;350.05;4.761.904.762;175.025;5.5
31615514634;1;Mandalay;2;Male;Food and beverages;80.05;5;200.125;4.202.625;1/26/2019;12:45;Credit card;400.25;4.761.904.762;200.125;9.4
73313314967;2;Naypyitaw;1;Male;Electronic accessories;20.85;8;8.34;175.14;3/3/2019;19:17;Cash;166.8;4.761.904.762;8.34;6.3
60812716295;3;Mandalay;2;Male;Electronic accessories;52.89;6;15.867;333.207;1/19/2019;17:34;Credit card;317.34;4.761.904.762;15.867;9.8
41411217047;2;Mandalay;1;Male;Food and beverages;19.79;8;7.916;166.236;1/18/2019;12:04;Ewallet;158.32;4.761.904.762;7.916;8.7
82712612100;2;Yangon;2;Male;Home and lifestyle;33.84;9;15.228;319.788;3/21/2019;16:21;Ewallet;304.56;4.761.904.762;15.228;8.8
17515412529;1;Yangon;2;Male;Food and beverages;22.17;8;8.868;186.228;3/3/2019;17:01;Credit card;177.36;4.761.904.762;8.868;9.6
13915212867;1;Naypyitaw;1;Female;Fashion accessories;22.51;7;78.785;1.654.485;2/13/2019;10:50;Credit card;157.57;4.761.904.762;78.785;4.8
40716318975;3;Yangon;1;Male;Food and beverages;73.88;6;22.164;465.444;3/23/2019;19:16;Ewallet;443.28;4.761.904.762;22.164;4.4
34216514817;1;Naypyitaw;2;Male;Health and beauty;86.8;3;13.02;273.42;1/28/2019;16:47;Ewallet;260.4;4.761.904.762;13.02;9.9
13019818941;3;Naypyitaw;1;Male;Fashion accessories;64.26;7;22.491;472.311;2/9/2019;10:00;Cash;449.82;4.761.904.762;22.491;5.7
